timestamp,username,action,quantity,item_name,price,seller,x,y,z
2023-03-02,Lunatt,bought,32,Gray Concrete,10.0,Lunel,382,74,852
2023-03-02,Lunatt,bought,32,Gray Concrete,10.0,Lunel,382,74,852
2023-03-02,Lunatt,bought,32,Gray Concrete,10.0,Lunel,382,74,852
2023-03-02,Lunatt,bought,30,Gray Concrete,9.38,Lunel,382,74,852
2023-03-02,Pearot,bought,64,White Stained Glass Pane,10.0,Lunel,390,74,848
2023-03-02,Colonel_Kai,bought,16,Golden Carrot,18.75,Matty707,345,64,867
2023-03-02,Colonel_Kai,bought,16,Golden Carrot,18.75,Matty707,345,64,867
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Cristazio,bought,12,Beef,14.99,arwwy,487,66,549
2023-03-02,Lunatt,bought,16,Glowstone,14.0,Lunel,385,72,850
2023-03-02,Sparkichu,bought,16,Allium,50.0,FreddBear,383,64,867
2023-03-02,Sparkichu,bought,16,Lilac,15.0,FreddBear,387,64,867
2023-03-02,Sparkichu,bought,16,Rose Bush,40.0,FreddBear,388,64,867
2023-03-02,Sparkichu,bought,16,Peony,40.0,FreddBear,389,64,867
2023-03-02,Sparkichu,bought,16,Sunflower,40.0,FreddBear,390,64,867
2023-03-02,Kopfy59,bought,16,Sugar,5.0,arwwy,491,66,555
2023-03-02,Kopfy59,bought,16,Potato,6.0,arwwy,489,66,556
2023-03-02,Kopfy59,bought,16,Potato,6.0,arwwy,489,66,556
2023-03-02,Kopfy59,bought,16,Potato,6.0,arwwy,489,66,556
2023-03-02,Ancastal,bought,16,String,16.0,Tracefais,331,64,863
2023-03-02,Ancastal,bought,64,Pink Wool,35.0,Kikochu,348,64,885
2023-03-02,Ancastal,bought,64,Purple Wool,35.0,Kikochu,347,64,885
2023-03-02,Ancastal,bought,64,Orange Wool,35.0,Kikochu,346,64,885
2023-03-02,Ancastal,bought,64,Yellow Wool,35.0,Kikochu,345,64,885
2023-03-02,Ancastal,bought,64,Blue Wool,35.0,Kikochu,344,64,885
2023-03-02,Ancastal,bought,64,Light Blue Wool,35.0,Kikochu,343,64,885
2023-03-02,Ancastal,bought,64,Black Wool,35.0,Kikochu,342,64,885
2023-03-02,Ancastal,bought,64,Light Gray Wool,35.0,Kikochu,341,64,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,Brown Wool,35.0,Kikochu,343,65,885
2023-03-02,Ancastal,bought,64,Cyan Wool,35.0,Kikochu,344,65,885
2023-03-02,Ancastal,bought,64,Red Wool,35.0,Kikochu,345,65,885
2023-03-02,Ancastal,bought,64,Lime Wool,35.0,Kikochu,346,65,885
2023-03-02,Ancastal,bought,64,Green Wool,35.0,Kikochu,347,65,885
2023-03-02,Ancastal,bought,64,Magenta Wool,35.0,Kikochu,348,65,885
2023-03-02,Kopfy59,bought,32,Redstone,20.0,Reppal,398,67,880
2023-03-02,Kopfy59,bought,32,Redstone,20.0,Reppal,398,67,880
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Yellow Dye,5.0,_Pastel_Ghost_,395,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Orange Dye,5.0,_Pastel_Ghost_,396,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Red Dye,5.0,_Pastel_Ghost_,397,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Green Dye,5.0,_Pastel_Ghost_,393,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Light Blue Dye,5.0,_Pastel_Ghost_,391,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Blue Dye,5.0,_Pastel_Ghost_,390,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Purple Dye,5.0,_Pastel_Ghost_,388,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Magenta Dye,5.0,_Pastel_Ghost_,387,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,Pink Dye,5.0,_Pastel_Ghost_,386,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,White Dye,6.0,_Pastel_Ghost_,385,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Light Gray Dye,6.0,_Pastel_Ghost_,384,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Black Dye,8.0,_Pastel_Ghost_,382,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Brown Dye,5.0,_Pastel_Ghost_,381,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,Ancastal,bought,8,Gray Dye,8.0,_Pastel_Ghost_,383,65,852
2023-03-02,SpankHerobrine,bought,16,White Wool,5.0,Kopfy59,501,53,582
2023-03-02,SpankHerobrine,bought,16,White Wool,5.0,Kopfy59,501,53,582
2023-03-02,SpankHerobrine,bought,16,White Wool,5.0,Kopfy59,501,53,582
2023-03-02,SpankHerobrine,bought,1,White Wool,0.31,Kopfy59,501,53,582
2023-03-02,Cristazio,bought,16,Lily Of The Valley,50.0,FreddBear,380,64,867
2023-03-02,Ancastal,bought,1,Diamond,2.5,arwwy,496,66,545
2023-03-02,Ancastal,bought,1,Diamond,2.5,arwwy,496,66,545
2023-03-02,Ancastal,bought,1,Diamond,2.5,arwwy,496,66,545
2023-03-02,Ancastal,bought,16,Iron Ingot,20.0,_Pastel_Ghost_,380,64,851
2023-03-02,Ancastal,bought,16,Copper Ingot,5.0,_Pastel_Ghost_,380,65,850
2023-03-02,Ancastal,bought,16,Oxeye Daisy,10.0,FreddBear,381,64,867
2023-03-02,Cristazio,bought,16,Iron Ingot,20.0,_Pastel_Ghost_,380,64,851
2023-03-02,Cristazio,bought,16,Iron Ingot,20.0,_Pastel_Ghost_,380,64,851
2023-03-02,Cristazio,bought,16,Iron Ingot,20.0,_Pastel_Ghost_,380,64,851
2023-03-02,Cristazio,bought,16,Iron Ingot,20.0,_Pastel_Ghost_,380,64,851
2023-03-02,Cristazio,bought,32,Redstone,20.0,Reppal,398,67,880
2023-03-02,Cristazio,bought,32,Redstone,20.0,Reppal,398,67,880
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,Ancastal,bought,64,White Wool,20.0,Kikochu,341,65,885
2023-03-02,TheDarkBird867,bought,64,Glass,12.0,Jeeeeef,509,65,577
2023-03-02,TheDarkBird867,bought,64,Glass,12.0,Jeeeeef,509,65,577
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,32,Gravel,8.0,_Pastel_Ghost_,388,64,845
2023-03-03,FreddBear,bought,1,Smoker,4.0,_Pastel_Ghost_,391,68,852
2023-03-03,FreddBear,bought,1,Smoker,4.0,_Pastel_Ghost_,391,68,852
2023-03-03,FreddBear,bought,1,Smoker,4.0,_Pastel_Ghost_,391,68,852
2023-03-03,FreddBear,bought,1,Brewing Stand,4.0,_Pastel_Ghost_,389,68,852
2023-03-03,FreddBear,bought,1,Brewing Stand,4.0,_Pastel_Ghost_,389,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,1,Painting,2.0,_Pastel_Ghost_,383,68,852
2023-03-03,FreddBear,bought,4,Soul Lantern,6.0,_Pastel_Ghost_,389,69,852
2023-03-03,FreddBear,bought,4,Soul Lantern,6.0,_Pastel_Ghost_,389,69,852
2023-03-03,FreddBear,bought,4,Soul Lantern,6.0,_Pastel_Ghost_,389,69,852
2023-03-03,FreddBear,bought,4,Soul Lantern,6.0,_Pastel_Ghost_,389,69,852
2023-03-03,FreddBear,bought,4,Soul Lantern,6.0,_Pastel_Ghost_,389,69,852
2023-03-03,FreddBear,bought,8,White Candle,6.0,Tracefais,-119,70,1239
2023-03-03,FreddBear,bought,8,White Candle,6.0,Tracefais,-119,70,1239
2023-03-03,FreddBear,bought,8,White Candle,6.0,Tracefais,-119,70,1239
2023-03-03,FreddBear,bought,8,Light Gray Candle,6.0,Tracefais,-118,70,1239
2023-03-03,FreddBear,bought,8,Light Gray Candle,6.0,Tracefais,-118,70,1239
2023-03-03,FreddBear,bought,8,Light Gray Candle,6.0,Tracefais,-118,70,1239
2023-03-03,FreddBear,bought,8,Light Gray Candle,6.0,Tracefais,-118,70,1239
2023-03-03,FreddBear,bought,8,White Candle,6.0,Tracefais,-119,70,1239
2023-03-03,FreddBear,bought,8,Candle,5.0,Tracefais,-114,70,1239
2023-03-03,FreddBear,bought,8,Candle,5.0,Tracefais,-114,70,1239
2023-03-03,FreddBear,bought,8,Candle,5.0,Tracefais,-114,70,1239
2023-03-03,FreddBear,bought,8,Candle,5.0,Tracefais,-114,70,1239
